mc	mn	quarterbeats	duration_qb	mc_onset	mn_onset	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	tied	tpc	midi	name	octave	chord_id
4	3	7	1.0	0	0	3/4	1	2	1/4		1/4	1		-1	65	F4	4	37
4	3	7	1.0	0	0	3/4	1	1	1/4		1/4	1		-1	77	F5	5	34
4	3	15/2	0.5	1/8	1/8	3/4	2	2	1/8		1/8	1		3	57	A3	3	44
4	3	8	1.0	1/4	1/4	3/4	2	2	1/4		1/4	1		1	55	G3	3	45
4	3	8	0.5	1/4	1/4	3/4	1	2	1/8		1/8	1		1	67	G4	4	38
4	3	8	1.0	1/4	1/4	3/4	1	1	1/4		1/4	1		-2	70	Bb4	4	35
4	3	17/2	0.5	3/8	3/8	3/4	1	2	1/8		1/8	1		3	69	A4	4	39
4	3	9	1.0	1/2	1/2	3/4	2	2	1/4		1/4	1		-3	51	Eb3	3	46
4	3	9	1.0	1/2	1/2	3/4	2	1	1/4		1/4	1		1	67	G4	4	42
4	3	9	1.0	1/2	1/2	3/4	1	2	1/4		1/4	1		-2	70	Bb4	4	40
4	3	9	1.0	1/2	1/2	3/4	1	1	1/4		1/4	1		-3	75	Eb5	5	36
5	4	10	2.0	0	0	3/4	2	2	1/2		1/2	1		-1	53	F3	3	55
5	4	10	1.5	0	0	3/4	2	1	3/8		1/4	3/2		-1	65	F4	4	52
5	4	10	1.0	0	0	3/4	1	2	1/4		1/4	1		-2	70	Bb4	4	49
5	4	10	2.0	0	0	3/4	1	1	1/2		1/2	1		0	72	C5	5	47
5	4	11	1.0	1/4	1/4	3/4	1	2	1/4		1/4	1		3	69	A4	4	50
5	4	23/2	0.5	3/8	3/8	3/4	2	1	1/8		1/8	1		-3	63	Eb4	4	53
5	4	12	1.0	1/2	1/2	3/4	2	2	1/4		1/4	1		-2	46	Bb2	2	56
5	4	12	1.0	1/2	1/2	3/4	2	1	1/4		1/4	1		2	62	D4	4	54
5	4	12	1.0	1/2	1/2	3/4	1	2	1/4		1/4	1		-1	65	F4	4	51
5	4	12	1.0	1/2	1/2	3/4	1	1	1/4		1/4	1		-2	70	Bb4	4	48
6	5	13	0.5	0	0	3/4	2	2	1/8		1/8	1		3	57	A3	3	68
6	5	13	0.5	0	0	3/4	2	1	1/8		1/8	1		0	60	C4	4	63
6	5	13	1.0	0	0	3/4	1	2	1/4		1/4	1		-1	65	F4	4	60
6	5	13	1.0	0	0	3/4	1	1	1/4		1/4	1		0	72	C5	5	57
6	5	27/2	0.5	1/8	1/8	3/4	2	2	1/8		1/8	1		1	55	G3	3	69
6	5	27/2	0.5	1/8	1/8	3/4	2	1	1/8		1/8	1		-2	58	Bb3	3	64
6	5	14	0.5	1/4	1/4	3/4	2	2	1/8		1/8	1		3	57	A3	3	70
6	5	14	0.5	1/4	1/4	3/4	2	1	1/8		1/8	1		0	60	C4	4	65
6	5	14	1.5	1/4	1/4	3/4	1	2	3/8		1/4	3/2		-1	65	F4	4	61
6	5	14	1.0	1/4	1/4	3/4	1	1	1/4		1/4	1		-3	75	Eb5	5	58
6	5	29/2	0.5	3/8	3/8	3/4	2	2	1/8		1/8	1		-1	53	F3	3	71
6	5	29/2	0.5	3/8	3/8	3/4	2	1	1/8		1/8	1		3	57	A3	3	66
6	5	15	1.0	1/2	1/2	3/4	2	1	1/4		1/4	1		-2	58	Bb3	3	67
6	5	15	1.0	1/2	1/2	3/4	2	2	1/4		1/4	1		-2	58	Bb3	3	72
6	5	15	1.0	1/2	1/2	3/4	1	1	1/4		1/4	1		2	74	D5	5	59
6	5	31/2	0.5	5/8	5/8	3/4	1	2	1/8		1/8	1		1	67	G4	4	62
7	6	16	1.0	0	0	3/4	2	2	1/4		1/4	1		-1	53	F3	3	85
7	6	16	1.0	0	0	3/4	2	1	1/4		1/4	1		0	60	C4	4	82
7	6	16	1.0	0	0	3/4	1	2	1/4		1/4	1		3	69	A4	4	78
7	6	16	1.0	0	0	3/4	1	1	1/4		1/4	1		0	72	C5	5	73
7	6	17	1.0	1/4	1/4	3/4	2	2	1/4		1/4	1		-3	51	Eb3	3	86
7	6	17	1.0	1/4	1/4	3/4	2	1	1/4		1/4	1		-1	53	F3	3	83
7	6	17	0.5	1/4	1/4	3/4	1	2	1/8		1/8	1		-2	70	Bb4	4	79
7	6	17	0.5	1/4	1/4	3/4	1	1	1/8		1/8	1		2	74	D5	5	74
7	6	35/2	0.5	3/8	3/8	3/4	1	2	1/8		1/8	1		3	69	A4	4	80
7	6	35/2	0.5	3/8	3/8	3/4	1	1	1/8		1/8	1		0	72	C5	5	75
7	6	18	1.0	1/2	1/2	3/4	2	2	1/4		1/4	1		2	50	D3	3	87
7	6	18	1.0	1/2	1/2	3/4	2	1	1/4		1/4	1		-1	53	F3	3	84
7	6	18	1.0	1/2	1/2	3/4	1	2	1/4		1/4	1		-2	70	Bb4	4	81
7	6	18	0.5	1/2	1/2	3/4	1	1	1/8		1/8	1		2	74	D5	5	76
7	6	37/2	0.5	5/8	5/8	3/4	1	1	1/8		1/8	1		-2	70	Bb4	4	77
8	7	19	1.0	0	0	3/4	2	2	1/4		1/4	1		0	48	C3	3	101
8	7	19	1.0	0	0	3/4	2	1	1/4		1/4	1		0	60	C4	4	97
8	7	19	1.0	0	0	3/4	1	2	1/4		1/4	1		-3	63	Eb4	4	92
8	7	19	0.5	0	0	3/4	1	1	1/8		1/8	1		3	69	A4	4	88
8	7	39/2	0.5	1/8	1/8	3/4	1	1	1/8		1/8	1		-2	70	Bb4	4	89
8	7	20	0.5	1/4	1/4	3/4	2	2	1/8		1/8	1		2	50	D3	3	102
8	7	20	1.0	1/4	1/4	3/4	2	1	1/4		1/4	1		-2	58	Bb3	3	98
8	7	20	0.5	1/4	1/4	3/4	1	2	1/8		1/8	1		-1	65	F4	4	93
8	7	20	1.5	1/4	1/4	3/4	1	1	3/8		1/4	3/2		-2	70	Bb4	4	90
8	7	41/2	0.5	3/8	3/8	3/4	2	2	1/8		1/8	1		0	48	C3	3	103
8	7	41/2	0.5	3/8	3/8	3/4	1	2	1/8		1/8	1		-3	63	Eb4	4	94
8	7	21	0.5	1/2	1/2	3/4	2	2	1/8		1/8	1		2	50	D3	3	104
8	7	21	0.5	1/2	1/2	3/4	2	1	1/8		1/8	1		-1	53	F3	3	99
8	7	21	0.5	1/2	1/2	3/4	1	2	1/8		1/8	1		-1	65	F4	4	95
8	7	43/2	0.5	5/8	5/8	3/4	2	2	1/8		1/8	1		-2	46	Bb2	2	105
8	7	43/2	0.5	5/8	5/8	3/4	2	1	1/8		1/8	1		1	55	G3	3	100
8	7	43/2	0.5	5/8	5/8	3/4	1	2	1/8		1/8	1		4	64	E4	4	96
8	7	43/2	0.5	5/8	5/8	3/4	1	1	1/8		1/8	1		0	72	C5	5	91
9	1344	22	2.0	0	0	3/4	2	2	1/2		1/2	1		-1	41	F2	2	109
9	1344	22	2.0	0	0	3/4	2	1	1/2		1/2	1		3	57	A3	3	108
9	1344	22	2.0	0	0	3/4	1	2	1/2		1/2	1		-1	65	F4	4	107
9	1344	22	2.0	0	0	3/4	1	1	1/2		1/2	1		0	72	C5	5	106
10	1345	24	0.5	0	1/2	3/4	2	2	1/8		1/8	1		-1	53	F3	3	113
10	1345	24	1.0	0	1/2	3/4	2	1	1/4		1/4	1		0	60	C4	4	112
10	1345	24	1.0	0	1/2	3/4	1	2	1/4		1/4	1		-1	65	F4	4	111
10	1345	24	1.0	0	1/2	3/4	1	1	1/4		1/4	1		3	69	A4	4	110
10	1345	49/2	0.5	1/8	5/8	3/4	2	2	1/8		1/8	1		-3	51	Eb3	3	114
11	10	25	1.0	0	0	3/4	2	2	1/4		1/4	1		2	50	D3	3	123
11	10	25	1.0	0	0	3/4	2	1	1/4		1/4	1		-1	53	F3	3	120
11	10	25	2.0	0	0	3/4	1	2	1/2		1/2	1		-1	65	F4	4	118
11	10	25	1.0	0	0	3/4	1	1	1/4		1/4	1		-2	70	Bb4	4	115
11	10	26	0.5	1/4	1/4	3/4	2	2	1/8		1/8	1		-3	51	Eb3	3	124
11	10	26	1.0	1/4	1/4	3/4	2	1	1/4		1/4	1		3	57	A3	3	121
11	10	26	1.0	1/4	1/4	3/4	1	1	1/4		1/4	1		0	72	C5	5	116
11	10	53/2	0.5	3/8	3/8	3/4	2	2	1/8		1/8	1		2	50	D3	3	125
11	10	27	0.5	1/2	1/2	3/4	2	2	1/8		1/8	1		0	48	C3	3	126
11	10	27	1.0	1/2	1/2	3/4	2	1	1/4		1/4	1		-2	58	Bb3	3	122
11	10	27	1.0	1/2	1/2	3/4	1	2	1/4		1/4	1		-1	65	F4	4	119
11	10	27	1.0	1/2	1/2	3/4	1	1	1/4		1/4	1		2	74	D5	5	117
11	10	55/2	0.5	5/8	5/8	3/4	2	2	1/8		1/8	1		-2	46	Bb2	2	127
12	11	28	1.5	0	0	3/4	2	2	3/8		1/4	3/2		-3	51	Eb3	3	140
12	11	28	1.5	0	0	3/4	2	1	3/8		1/4	3/2		-2	58	Bb3	3	137
12	11	28	1.5	0	0	3/4	1	2	3/8		1/4	3/2		-3	63	Eb4	4	133
12	11	28	1.0	0	0	3/4	1	1	1/4		1/4	1		1	67	G4	4	128
12	11	29	0.5	1/4	1/4	3/4	1	1	1/8		1/8	1		1	79	G5	5	129
12	11	59/2	0.5	3/8	3/8	3/4	2	2	1/8		1/8	1		-3	51	Eb3	3	141
12	11	59/2	0.5	3/8	3/8	3/4	2	1	1/8		1/8	1		0	60	C4	4	138
12	11	59/2	0.5	3/8	3/8	3/4	1	2	1/8		1/8	1		1	67	G4	4	134
12	11	59/2	0.5	3/8	3/8	3/4	1	1	1/8		1/8	1		-3	75	Eb5	5	130
12	11	30	1.0	1/2	1/2	3/4	2	2	1/4		1/4	1		-4	56	Ab3	3	142
12	11	30	1.0	1/2	1/2	3/4	2	1	1/4		1/4	1		0	60	C4	4	139
12	11	30	0.5	1/2	1/2	3/4	1	2	1/8		1/8	1		-3	63	Eb4	4	135
12	11	30	0.5	1/2	1/2	3/4	1	1	1/8		1/8	1		0	72	C5	5	131
12	11	61/2	0.5	5/8	5/8	3/4	1	2	1/8		1/8	1		2	62	D4	4	136
12	11	61/2	0.5	5/8	5/8	3/4	1	1	1/8		1/8	1		5	71	B4	4	132
13	12	31	0.5	0	0	3/4	2	2	1/8		1/8	1		-4	56	Ab3	3	154
13	12	31	0.5	0	0	3/4	2	1	1/8		1/8	1		0	60	C4	4	150
13	12	31	1.0	0	0	3/4	1	2	1/4		1/4	1		-3	63	Eb4	4	147
13	12	31	0.5	0	0	3/4	1	1	1/8		1/8	1		0	72	C5	5	143
13	12	63/2	0.5	1/8	1/8	3/4	2	2	1/8		1/8	1		1	55	G3	3	155
13	12	63/2	0.5	1/8	1/8	3/4	2	1	1/8		1/8	1		0	60	C4	4	151
13	12	63/2	0.5	1/8	1/8	3/4	1	1	1/8		1/8	1		2	74	D5	5	144
13	12	32	1.0	1/4	1/4	3/4	2	2	1/4		1/4	1		-1	53	F3	3	156
13	12	32	1.0	1/4	1/4	3/4	2	1	1/4		1/4	1		0	60	C4	4	152
13	12	32	1.0	1/4	1/4	3/4	1	2	1/4		1/4	1		-4	68	Ab4	4	148
13	12	32	1.5	1/4	1/4	3/4	1	1	3/8		1/4	3/2		2	74	D5	5	145
13	12	33	1.0	1/2	1/2	3/4	2	2	1/4		1/4	1		1	55	G3	3	157
13	12	33	1.0	1/2	1/2	3/4	2	1	1/4		1/4	1		5	59	B3	3	153
13	12	33	1.0	1/2	1/2	3/4	1	2	1/4		1/4	1		1	67	G4	4	149
13	12	67/2	0.5	5/8	5/8	3/4	1	1	1/8		1/8	1		-3	75	Eb5	5	146
14	13	34	2.0	0	0	3/4	2	2	1/2		1/2	1		0	48	C3	3	164
14	13	34	2.0	0	0	3/4	2	1	1/2		1/2	1		0	60	C4	4	162
14	13	34	2.0	0	0	3/4	1	2	1/2		1/2	1		1	67	G4	4	160
14	13	34	2.0	0	0	3/4	1	1	1/2		1/2	1		-3	75	Eb5	5	158
14	13	36	1.0	1/2	1/2	3/4	2	2	1/4		1/4	1		-3	51	Eb3	3	165
14	13	36	1.0	1/2	1/2	3/4	2	1	1/4		1/4	1		0	60	C4	4	163
14	13	36	1.0	1/2	1/2	3/4	1	2	1/4		1/4	1		1	67	G4	4	161
14	13	36	1.0	1/2	1/2	3/4	1	1	1/4		1/4	1		0	72	C5	5	159
15	14	37	2.0	0	0	3/4	2	2	1/2		1/2	1		-1	53	F3	3	176
15	14	37	2.0	0	0	3/4	2	1	1/2		1/2	1		0	60	C4	4	174
15	14	37	1.0	0	0	3/4	1	2	1/4		1/4	1		-1	65	F4	4	171
15	14	37	1.0	0	0	3/4	1	1	1/4		1/4	1		3	69	A4	4	166
15	14	38	1.0	1/4	1/4	3/4	1	2	1/4		1/4	1		1	67	G4	4	172
15	14	38	0.5	1/4	1/4	3/4	1	1	1/8		1/8	1		-2	70	Bb4	4	167
15	14	77/2	0.5	3/8	3/8	3/4	1	1	1/8		1/8	1		3	69	A4	4	168
15	14	39	1.0	1/2	1/2	3/4	2	2	1/4		1/4	1		-3	51	Eb3	3	177
15	14	39	1.0	1/2	1/2	3/4	2	1	1/4		1/4	1		0	60	C4	4	175
15	14	39	0.5	1/2	1/2	3/4	1	1	1/8		1/8	1		1	67	G4	4	169
15	14	39	1.0	1/2	1/2	3/4	1	2	1/4		1/4	1		3	69	A4	4	173
15	14	79/2	0.5	5/8	5/8	3/4	1	1	1/8		1/8	1		-1	65	F4	4	170
16	15	40	1.0	0	0	3/4	2	2	1/4		1/4	1		2	50	D3	3	187
16	15	40	1.5	0	0	3/4	2	1	3/8		1/4	3/2		2	62	D4	4	184
16	15	40	1.5	0	0	3/4	1	2	3/8		1/4	3/2		-2	70	Bb4	4	181
16	15	40	1.5	0	0	3/4	1	1	3/8		1/4	3/2		-1	77	F5	5	178
16	15	41	0.5	1/4	1/4	3/4	2	2	1/8		1/8	1		1	55	G3	3	188
16	15	83/2	0.5	3/8	3/8	3/4	2	2	1/8		1/8	1		-1	53	F3	3	189
16	15	83/2	0.5	3/8	3/8	3/4	2	1	1/8		1/8	1		2	62	D4	4	185
16	15	83/2	0.5	3/8	3/8	3/4	1	1	1/8		1/8	1		-2	70	Bb4	4	179
16	15	83/2	0.5	3/8	3/8	3/4	1	2	1/8		1/8	1		-2	70	Bb4	4	182
16	15	42	0.5	1/2	1/2	3/4	2	2	1/8		1/8	1		-3	51	Eb3	3	190
16	15	42	1.0	1/2	1/2	3/4	2	1	1/4		1/4	1		-3	63	Eb4	4	186
16	15	42	1.0	1/2	1/2	3/4	1	2	1/4		1/4	1		-2	70	Bb4	4	183
16	15	42	1.0	1/2	1/2	3/4	1	1	1/4		1/4	1		1	79	G5	5	180
16	15	85/2	0.5	5/8	5/8	3/4	2	2	1/8		1/8	1		2	50	D3	3	191
17	16	43	1.0	0	0	3/4	2	2	1/4		1/4	1		-3	51	Eb3	3	205
17	16	43	1.0	0	0	3/4	2	1	1/4		1/4	1		-2	58	Bb3	3	201
17	16	43	1.0	0	0	3/4	1	2	1/4		1/4	1		-2	70	Bb4	4	198
17	16	43	0.5	0	0	3/4	1	1	1/8		1/8	1		1	79	G5	5	192
17	16	87/2	0.5	1/8	1/8	3/4	1	1	1/8		1/8	1		-1	77	F5	5	193
17	16	44	0.0	1/4	1/4	3/4	1	1	0	acciaccatura	1/8	1		-3	75	Eb5	5	194
17	16	44	1.0	1/4	1/4	3/4	2	2	1/4		1/4	1		-1	53	F3	3	206
17	16	44	1.0	1/4	1/4	3/4	2	1	1/4		1/4	1		-1	65	F4	4	202
17	16	44	1.0	1/4	1/4	3/4	1	2	1/4		1/4	1		-2	70	Bb4	4	199
17	16	44	1.0	1/4	1/4	3/4	1	1	1/4		1/4	1		2	74	D5	5	195
17	16	45	1.0	1/2	1/2	3/4	2	2	1/4		1/4	1		-1	41	F2	2	207
17	16	45	0.5	1/2	1/2	3/4	2	1	1/8		1/8	1		-3	63	Eb4	4	203
17	16	45	1.0	1/2	1/2	3/4	1	2	1/4		1/4	1		3	69	A4	4	200
17	16	45	0.5	1/2	1/2	3/4	1	1	1/8		1/8	1		0	72	C5	5	196
17	16	91/2	0.5	5/8	5/8	3/4	2	1	1/8		1/8	1		2	62	D4	4	204
17	16	91/2	0.5	5/8	5/8	3/4	1	1	1/8		1/8	1		-2	70	Bb4	4	197
18	17	46	2.0	0	0	3/4	2	2	1/2		1/2	1		-2	46	Bb2	2	211
18	17	46	2.0	0	0	3/4	2	1	1/2		1/2	1		2	62	D4	4	210
18	17	46	2.0	0	0	3/4	1	2	1/2		1/2	1		-1	65	F4	4	209
18	17	46	2.0	0	0	3/4	1	1	1/2		1/2	1		-2	70	Bb4	4	208
