piece	TimeSig	KeySig	last_mc	last_mn	length_qb	last_mc_unfolded	last_mn_unfolded	length_qb_unfolded	volta_mcs	all_notes_qb	n_onsets	n_onset_positions	guitar_chord_count	form_label_count	label_count	composer	workTitle	movementNumber	movementTitle	workNumber	poet	lyricist	arranger	copyright	creationDate	platform	source	translator	musescore	ms3_version	subdirectory	rel_path	has_drumset	ambitus	originalFormat	staff_1_instrument	staff_1_ambitus	staff_2_instrument	staff_2_ambitus	staff_3_instrument	staff_3_ambitus	staff_4_instrument	staff_4_ambitus	staff_5_instrument	staff_5_ambitus	staff_6_instrument	staff_6_ambitus	staff_7_instrument	staff_7_ambitus	staff_8_instrument	staff_8_ambitus
330	1: 4/4	1: 0	14	13	48.0	19	18	64.0		192.0	206	70	0	0	0	J. S. Bach	"Chorale 330:
Nun danket alle Gott"		"Chorale 330:
Nun danket alle Gott"						2023-09-21	Linux			4.1.1	2.2.2.post1.dev46+gdbec962	Bach,_Johann_Sebastian/Chorales	Bach,_Johann_Sebastian/Chorales/330.mscz	False	38-76 (D2-E5)	mxl	Piano	62-76 (D4-E5)	Piano	38-67 (D2-G4)												
331	1: 4/4	1: 0	13	12	48.0	13	12	48.0		192.0	194	69	0	0	0	J. S. Bach	"Chorale 331:
Wo soll ich fliehen hin"		"Chorale 331:
Wo soll ich fliehen hin"						2023-09-21	Linux			4.1.1	2.2.2.post1.dev46+gdbec962	Bach,_Johann_Sebastian/Chorales	Bach,_Johann_Sebastian/Chorales/331.mscz	False	42-81 (F#2-A5)	mxl	Piano	61-81 (C#4-A5)	Piano	42-67 (F#2-G4)												
332	1: 4/4	1: 0	17	16	64.0	17	16	64.0		256.0	276	92	0	0	0	J. S. Bach	"Chorale 332:
Von Gott will ich nicht lassen"		"Chorale 332:
Von Gott will ich nicht lassen"						2023-09-21	Linux			4.1.1	2.2.2.post1.dev46+gdbec962	Bach,_Johann_Sebastian/Chorales	Bach,_Johann_Sebastian/Chorales/332.mscz	False	40-76 (E2-E5)	mxl	Piano	59-76 (B3-E5)	Piano	40-67 (E2-G4)												
333	1: 4/4	1: 0	19	18	72.0	25	24	96.0		284.0	300	98	0	0	0	J. S. Bach	"Chorale 333:
Es woll uns Gott genädig sein"		"Chorale 333:
Es woll uns Gott genädig sein"						2023-09-21	Linux			4.1.1	2.2.2.post1.dev46+gdbec962	Bach,_Johann_Sebastian/Chorales	Bach,_Johann_Sebastian/Chorales/333.mscz	False	42-78 (F#2-F#5)	mxl	Piano	55-78 (G3-F#5)	Piano	42-68 (F#2-G#4)												
334	1: 3/4	1: 0	17	16	48.0	17	16	48.0		192.0	149	43	0	0	0	J. S. Bach	"Chorale 334:
Herr Gott, dich loben alle wir"		"Chorale 334:
Herr Gott, dich loben alle wir"						2023-09-21	Linux			4.1.1	2.2.2.post1.dev46+gdbec962	Bach,_Johann_Sebastian/Chorales	Bach,_Johann_Sebastian/Chorales/334.mscz	False	47-81 (B2-A5)	mxl	Piano	66-81 (F#4-A5)	Piano	47-67 (B2-G4)												
335	1: 4/4	1: 0	12	11	40.0	17	16	56.0		160.0	214	77	0	0	0	J. S. Bach	"Chorale 335:
Es ist das Heil uns kommen her"		"Chorale 335:
Es ist das Heil uns kommen her"						2023-09-21	Linux			4.1.1	2.2.2.post1.dev46+gdbec962	Bach,_Johann_Sebastian/Chorales	Bach,_Johann_Sebastian/Chorales/335.mscz	False	41-77 (F2-F5)	mxl	Piano	57-77 (A3-F5)	Piano	41-65 (F2-F4)												
336	1: 4/4	1: 0	12	11	40.0	17	16	56.0		160.0	191	62	0	0	0	J. S. Bach	"Chorale 336:
Wo Gott der Herr nicht bei uns hält"		"Chorale 336:
Wo Gott der Herr nicht bei uns hält"						2023-09-21	Linux			4.1.1	2.2.2.post1.dev46+gdbec962	Bach,_Johann_Sebastian/Chorales	Bach,_Johann_Sebastian/Chorales/336.mscz	False	45-78 (A2-F#5)	mxl	Piano	62-78 (D4-F#5)	Piano	45-66 (A2-F#4)												
337	1: 4/4	1: 0	14	13	52.0	14	13	52.0		208.0	285	103	0	0	0	J. S. Bach	"Chorale 337:
O Gott, du frommer Gott (melody #2)"		"Chorale 337:
O Gott, du frommer Gott (melody #2)"						2023-09-21	Linux			4.1.1	2.2.2.post1.dev46+gdbec962	Bach,_Johann_Sebastian/Chorales	Bach,_Johann_Sebastian/Chorales/337.mscz	False	36-75 (C2-Eb5)	mxl	Piano	60-75 (C4-Eb5)	Piano	36-65 (C2-F4)												
338	1: 4/4	1: 0	8	8	32.0	12	12	48.0		128.0	140	50	0	0	0	J. S. Bach	"Chorale 338:
Jesus, meine Zuversicht"		"Chorale 338:
Jesus, meine Zuversicht"						2023-09-21	Linux			4.1.1	2.2.2.post1.dev46+gdbec962	Bach,_Johann_Sebastian/Chorales	Bach,_Johann_Sebastian/Chorales/338.mscz	False	43-78 (G2-F#5)	mxl	Piano	57-78 (A3-F#5)	Piano	43-66 (G2-F#4)												
339	1: 4/4	1: 0	11	10	36.0	17	16	56.0		144.0	177	68	0	0	0	J. S. Bach	"Chorale 339:
Wer nur den lieben Gott lässt walten"		"Chorale 339:
Wer nur den lieben Gott lässt walten"						2023-09-21	Linux			4.1.1	2.2.2.post1.dev46+gdbec962	Bach,_Johann_Sebastian/Chorales	Bach,_Johann_Sebastian/Chorales/339.mscz	False	36-76 (C2-E5)	mxl	Piano	59-76 (B3-E5)	Piano	36-65 (C2-F4)												
340	1: 4/4	1: 0	14	13	48.0	19	18	64.0		192.0	196	64	0	0	0	J. S. Bach	"Chorale 340:
Befiehl du deine Wege (melody #2)"		"Chorale 340:
Befiehl du deine Wege (melody #2)"						2023-09-21	Linux			4.1.1	2.2.2.post1.dev46+gdbec962	Bach,_Johann_Sebastian/Chorales	Bach,_Johann_Sebastian/Chorales/340.mscz	False	36-74 (C2-D5)	mxl	Piano	57-74 (A3-D5)	Piano	36-64 (C2-E4)												
341	1: 4/4	1: 0	18	17	68.0	18	17	68.0		272.0	310	102	0	0	0	J. S. Bach	"Chorale 341:
Ich dank dir, lieber Herre"		"Chorale 341:
Ich dank dir, lieber Herre"						2023-09-21	Linux			4.1.1	2.2.2.post1.dev46+gdbec962	Bach,_Johann_Sebastian/Chorales	Bach,_Johann_Sebastian/Chorales/341.mscz	False	45-76 (A2-E5)	mxl	Piano	59-76 (B3-E5)	Piano	45-66 (A2-F#4)												
342	1: 4/4	1: 0	11	10	40.0	11	10	40.0		160.0	183	64	0	0	0	J. S. Bach	"Chorale 342:
Kommt her, ihr lieben Schwesterlein"		"Chorale 342:
Kommt her, ihr lieben Schwesterlein"						2023-09-21	Linux			4.1.1	2.2.2.post1.dev46+gdbec962	Bach,_Johann_Sebastian/Chorales	Bach,_Johann_Sebastian/Chorales/342.mscz	False	45-78 (A2-F#5)	mxl	Piano	57-78 (A3-F#5)	Piano	45-66 (A2-F#4)												
343	1: 3/4	1: 0	22	22	66.0	30	30	90.0		264.0	268	107	0	0	0	J. S. Bach	"Chorale 343:
Ermuntre dich, mein schwacher Geist"		"Chorale 343:
Ermuntre dich, mein schwacher Geist"						2023-09-21	Linux			4.1.1	2.2.2.post1.dev46+gdbec962	Bach,_Johann_Sebastian/Chorales	Bach,_Johann_Sebastian/Chorales/343.mscz	False	38-74 (D2-D5)	mxl	Piano	57-74 (A3-D5)	Piano	38-64 (D2-E4)												
344	1: 4/4	1: 0	9	8	32.0	9	8	32.0		128.0	182	58	0	0	0	J. S. Bach	"Chorale 344:
Vom Himmel hoch, da komm ich her"		"Chorale 344:
Vom Himmel hoch, da komm ich her"						2023-09-21	Linux			4.1.1	2.2.2.post1.dev46+gdbec962	Bach,_Johann_Sebastian/Chorales	Bach,_Johann_Sebastian/Chorales/344.mscz	False	43-79 (G2-G5)	mxl	Piano	62-79 (D4-G5)	Piano	43-67 (G2-G4)												
345	1: 4/4	1: 0	14	13	48.0	19	18	64.0		192.0	221	77	0	0	0	J. S. Bach	"Chorale 345:
Befiehl du deine Wege (melody #1)"		"Chorale 345:
Befiehl du deine Wege (melody #1)"						2023-09-21	Linux			4.1.1	2.2.2.post1.dev46+gdbec962	Bach,_Johann_Sebastian/Chorales	Bach,_Johann_Sebastian/Chorales/345.mscz	False	36-74 (C2-D5)	mxl	Piano	53-74 (F3-D5)	Piano	36-65 (C2-F4)												
346	1: 4/4	1: 0	15	15	60.0	15	15	60.0		240.0	281	104	0	0	0	J. S. Bach	"Chorale 346:
Meines Lebens letzte Zeit"		"Chorale 346:
Meines Lebens letzte Zeit"						2023-09-21	Linux			4.1.1	2.2.2.post1.dev46+gdbec962	Bach,_Johann_Sebastian/Chorales	Bach,_Johann_Sebastian/Chorales/346.mscz	False	40-76 (E2-E5)	mxl	Piano	59-76 (B3-E5)	Piano	40-67 (E2-G4)												
347	1: 4/4	1: 0	12	11	40.0	17	16	56.0		160.0	200	69	0	0	0	J. S. Bach	"Chorale 347:
Was Gott tut, das ist wohlgetan"		"Chorale 347:
Was Gott tut, das ist wohlgetan"						2023-09-21	Linux			4.1.1	2.2.2.post1.dev46+gdbec962	Bach,_Johann_Sebastian/Chorales	Bach,_Johann_Sebastian/Chorales/347.mscz	False	38-76 (D2-E5)	mxl	Piano	55-76 (G3-E5)	Piano	38-66 (D2-F#4)												
348	1: 4/4	1: 0	13	13	52.0	13	13	52.0		208.0	224	85	0	0	0	J. S. Bach	"Chorale 348:
Meinen Jesum lass ich nicht"		"Chorale 348:
Meinen Jesum lass ich nicht"						2023-09-21	Linux			4.1.1	2.2.2.post1.dev46+gdbec962	Bach,_Johann_Sebastian/Chorales	Bach,_Johann_Sebastian/Chorales/348.mscz	False	41-74 (F2-D5)	mxl	Piano	55-74 (G3-D5)	Piano	41-64 (F2-E4)												
349	1: 4/4	1: 0	14	13	48.0	19	18	64.0		192.0	247	86	0	0	0	J. S. Bach	"Chorale 349:
Was mein Gott will, das gscheh allzeit"		"Chorale 349:
Was mein Gott will, das gscheh allzeit"						2023-09-21	Linux			4.1.1	2.2.2.post1.dev46+gdbec962	Bach,_Johann_Sebastian/Chorales	Bach,_Johann_Sebastian/Chorales/349.mscz	False	45-76 (A2-E5)	mxl	Piano	59-76 (B3-E5)	Piano	45-66 (A2-F#4)												
350	1: 4/4	1: 0	12	12	48.0	16	16	64.0		192.0	199	65	0	0	0	J. S. Bach	"Chorale 350:
Werde munter mein Gemüte"		"Chorale 350:
Werde munter mein Gemüte"						2023-09-21	Linux			4.1.1	2.2.2.post1.dev46+gdbec962	Bach,_Johann_Sebastian/Chorales	Bach,_Johann_Sebastian/Chorales/350.mscz	False	43-79 (G2-G5)	mxl	Piano	63-79 (Eb4-G5)	Piano	43-65 (G2-F4)												
351	1: 4/4	1: 0	16	15	60.0	16	15	60.0		240.0	303	110	0	0	0	J. S. Bach	"Chorale 351:
Wenn mein Stündlein vorhanden ist"		"Chorale 351:
Wenn mein Stündlein vorhanden ist"						2023-09-21	Linux			4.1.1	2.2.2.post1.dev46+gdbec962	Bach,_Johann_Sebastian/Chorales	Bach,_Johann_Sebastian/Chorales/351.mscz	False	42-76 (F#2-E5)	mxl	Piano	57-76 (A3-E5)	Piano	42-66 (F#2-F#4)												
352	1: 4/4	1: 0	18	17	64.0	24	23	84.0		252.0	335	121	0	0	0	J. S. Bach	"Chorale 352:
Es woll uns Gott genädig sein"		"Chorale 352:
Es woll uns Gott genädig sein"						2023-09-21	Linux			4.1.1	2.2.2.post1.dev46+gdbec962	Bach,_Johann_Sebastian/Chorales	Bach,_Johann_Sebastian/Chorales/352.mscz	False	40-76 (E2-E5)	mxl	Piano	55-76 (G3-E5)	Piano	40-65 (E2-F4)												
353	1: 4/4	1: 0	12	11	40.0	17	16	56.0		160.0	213	69	0	0	0	J. S. Bach	"Chorale 353:
Allein Gott in der Höh sei Ehr"		"Chorale 353:
Allein Gott in der Höh sei Ehr"						2023-09-21	Linux			4.1.1	2.2.2.post1.dev46+gdbec962	Bach,_Johann_Sebastian/Chorales	Bach,_Johann_Sebastian/Chorales/353.mscz	False	43-74 (G2-D5)	mxl	Piano	60-74 (C4-D5)	Piano	43-64 (G2-E4)												
354	1: 4/4	1: 0	12	11	40.0	17	16	56.0		160.0	205	72	0	0	0	J. S. Bach	"Chorale 354:
Es ist das Heil uns kommen her"		"Chorale 354:
Es ist das Heil uns kommen her"						2023-09-21	Linux			4.1.1	2.2.2.post1.dev46+gdbec962	Bach,_Johann_Sebastian/Chorales	Bach,_Johann_Sebastian/Chorales/354.mscz	False	38-79 (D2-G5)	mxl	Piano	60-79 (C4-G5)	Piano	38-69 (D2-A4)												
355	1: 4/4	1: 0	13	12	48.0	13	12	48.0		192.0	208	64	0	0	0	J. S. Bach	"Chorale 355:
O Welt, ich muss dich lassen"		"Chorale 355:
O Welt, ich muss dich lassen"						2023-09-21	Linux			4.1.1	2.2.2.post1.dev46+gdbec962	Bach,_Johann_Sebastian/Chorales	Bach,_Johann_Sebastian/Chorales/355.mscz	False	46-77 (Bb2-F5)	mxl	Piano	58-77 (Bb3-F5)	Piano	46-65 (Bb2-F4)												
356	1: 4/4	1: 0	13	13	52.0	19	19	76.0		208.0	203	70	0	0	0	J. S. Bach	"Chorale 356:
Jesu, meine Freude"		"Chorale 356:
Jesu, meine Freude"						2023-09-21	Linux			4.1.1	2.2.2.post1.dev46+gdbec962	Bach,_Johann_Sebastian/Chorales	Bach,_Johann_Sebastian/Chorales/356.mscz	False	38-77 (D2-F5)	mxl	Piano	55-77 (G3-F5)	Piano	38-65 (D2-F4)												
357	1: 4/4	1: 0	13	13	52.0	13	13	52.0		208.0	222	81	0	0	0	J. S. Bach	"Chorale 357:
Warum sollt ich mich denn grämen"		"Chorale 357:
Warum sollt ich mich denn grämen"						2023-09-21	Linux			4.1.1	2.2.2.post1.dev46+gdbec962	Bach,_Johann_Sebastian/Chorales	Bach,_Johann_Sebastian/Chorales/357.mscz	False	43-76 (G2-E5)	mxl	Piano	62-76 (D4-E5)	Piano	43-67 (G2-G4)												
358	1: 4/4	1: 0	22	22	88.0	22	22	88.0		346.0	212	68	0	0	0	J. S. Bach	"Chorale 358:
Meine Seel erhebt den Herren [The German Magnificat]"		"Chorale 358:
Meine Seel erhebt den Herren [The German Magnificat]"						2023-09-21	Linux			4.1.1	2.2.2.post1.dev46+gdbec962	Bach,_Johann_Sebastian/Chorales	Bach,_Johann_Sebastian/Chorales/358.mscz	False	43-77 (G2-F5)	mxl	Piano	59-77 (B3-F5)	Piano	43-67 (G2-G4)												
359	1: 4/4	1: 0	22	21	78.0	30	29	106.0		280.0	301	97	0	0	0	J. S. Bach	"Chorale 359:
Allein zu dir, Herr Jesu Christ"		"Chorale 359:
Allein zu dir, Herr Jesu Christ"						2023-09-21	Linux			4.1.1	2.2.2.post1.dev46+gdbec962	Bach,_Johann_Sebastian/Chorales	Bach,_Johann_Sebastian/Chorales/359.mscz	False	45-79 (A2-G5)	mxl	Piano	61-79 (C#4-G5)	Piano	45-66 (A2-F#4)												
360	1: 4/4	1: 0	12	11	44.0	12	11	44.0		176.0	238	83	0	0	0	J. S. Bach	"Chorale 360:
Wir Christenleut habn jetzund Freud"		"Chorale 360:
Wir Christenleut habn jetzund Freud"						2023-09-21	Linux			4.1.1	2.2.2.post1.dev46+gdbec962	Bach,_Johann_Sebastian/Chorales	Bach,_Johann_Sebastian/Chorales/360.mscz	False	42-73 (F#2-C#5)	mxl	Piano	61-73 (C#4-C#5)	Piano	42-66 (F#2-F#4)												
361	1: 4/4	1: 0	14	13	48.0	19	18	64.0		192.0	242	86	0	0	0	J. S. Bach	"Chorale 361:
Ermuntre dich, mein schwacher Geist"		"Chorale 361:
Ermuntre dich, mein schwacher Geist"						2023-09-21	Linux			4.1.1	2.2.2.post1.dev46+gdbec962	Bach,_Johann_Sebastian/Chorales	Bach,_Johann_Sebastian/Chorales/361.mscz	False	43-79 (G2-G5)	mxl	Piano	62-79 (D4-G5)	Piano	43-67 (G2-G4)												
362	1: 4/4	1: 0	12	11	40.0	17	16	56.0		160.0	208	77	0	0	0	J. S. Bach	"Chorale 362:
Nun freut euch, lieben Christen gmein (melody #2)"		"Chorale 362:
Nun freut euch, lieben Christen gmein (melody #2)"						2023-09-21	Linux			4.1.1	2.2.2.post1.dev46+gdbec962	Bach,_Johann_Sebastian/Chorales	Bach,_Johann_Sebastian/Chorales/362.mscz	False	43-74 (G2-D5)	mxl	Piano	59-74 (B3-D5)	Piano	43-64 (G2-E4)												
363	1: 4/4	1: 0	13	12	48.0	13	12	48.0		192.0	210	71	0	0	0	J. S. Bach	"Chorale 363:
O Welt, ich muss dich lassen"		"Chorale 363:
O Welt, ich muss dich lassen"						2023-09-21	Linux			4.1.1	2.2.2.post1.dev46+gdbec962	Bach,_Johann_Sebastian/Chorales	Bach,_Johann_Sebastian/Chorales/363.mscz	False	45-76 (A2-E5)	mxl	Piano	59-76 (B3-E5)	Piano	45-66 (A2-F#4)												
364	1: 4/4	1: 0	14	13	48.0	19	18	64.0		192.0	238	90	0	0	0	J. S. Bach	"Chorale 364:
Von Gott will ich nicht lassen"		"Chorale 364:
Von Gott will ich nicht lassen"						2023-09-21	Linux			4.1.1	2.2.2.post1.dev46+gdbec962	Bach,_Johann_Sebastian/Chorales	Bach,_Johann_Sebastian/Chorales/364.mscz	False	42-78 (F#2-F#5)	mxl	Piano	61-78 (C#4-F#5)	Piano	42-67 (F#2-G4)												
365	1: 4/4	1: 0	12	12	48.0	16	16	64.0		192.0	208	72	0	0	0	J. S. Bach	"Chorale 365:
Werde munter mein Gemüte"		"Chorale 365:
Werde munter mein Gemüte"						2023-09-21	Linux			4.1.1	2.2.2.post1.dev46+gdbec962	Bach,_Johann_Sebastian/Chorales	Bach,_Johann_Sebastian/Chorales/365.mscz	False	45-78 (A2-F#5)	mxl	Piano	64-78 (E4-F#5)	Piano	45-67 (A2-G4)												
366	1: 4/4	1: 0	13	12	48.0	13	12	48.0		188.0	243	84	0	0	0	J. S. Bach	"Chorale 366:
O Welt, ich muss dich lassen"		"Chorale 366:
O Welt, ich muss dich lassen"						2023-09-21	Linux			4.1.1	2.2.2.post1.dev46+gdbec962	Bach,_Johann_Sebastian/Chorales	Bach,_Johann_Sebastian/Chorales/366.mscz	False	45-76 (A2-E5)	mxl	Piano	57-76 (A3-E5)	Piano	45-66 (A2-F#4)												
367	1: 4/4	1: 0	14	13	48.0	19	18	64.0		192.0	204	69	0	0	0	J. S. Bach	"Chorale 367:
Befiehl du deine Wege (melody #1)"		"Chorale 367:
Befiehl du deine Wege (melody #1)"						2023-09-21	Linux			4.1.1	2.2.2.post1.dev46+gdbec962	Bach,_Johann_Sebastian/Chorales	Bach,_Johann_Sebastian/Chorales/367.mscz	False	42-76 (F#2-E5)	mxl	Piano	57-76 (A3-E5)	Piano	42-66 (F#2-F#4)												
368	1: 3/4	1: 0	19	19	57.0	28	28	84.0		228.0	195	72	0	0	0	J. S. Bach	"Chorale 368:
Hilf, Herr Jesu, lass gelingen (melody #2)"		"Chorale 368:
Hilf, Herr Jesu, lass gelingen (melody #2)"						2023-09-21	Linux			4.1.1	2.2.2.post1.dev46+gdbec962	Bach,_Johann_Sebastian/Chorales	Bach,_Johann_Sebastian/Chorales/368.mscz	False	41-79 (F2-G5)	mxl	Piano	58-79 (Bb3-G5)	Piano	41-65 (F2-F4)												
369	1: 4/4	1: 0	12	12	48.0	16	16	64.0		192.0	235	82	0	0	0	J. S. Bach	"Chorale 369:
Jesu, der du meine Seele"		"Chorale 369:
Jesu, der du meine Seele"						2023-09-21	Linux			4.1.1	2.2.2.post1.dev46+gdbec962	Bach,_Johann_Sebastian/Chorales	Bach,_Johann_Sebastian/Chorales/369.mscz	False	44-78 (Ab2-Gb5)	mxl	Piano	60-78 (C4-Gb5)	Piano	44-66 (Ab2-Gb4)												
370	1: 4/4	1: 0	14	13	52.0	14	13	52.0		208.0	257	85	0	0	0	J. S. Bach	"Chorale 370:
Kommt her zu mir, spricht Gottes Sohn"		"Chorale 370:
Kommt her zu mir, spricht Gottes Sohn"						2023-09-21	Linux			4.1.1	2.2.2.post1.dev46+gdbec962	Bach,_Johann_Sebastian/Chorales	Bach,_Johann_Sebastian/Chorales/370.mscz	False	43-76 (G2-E5)	mxl	Piano	61-76 (C#4-E5)	Piano	43-64 (G2-E4)												
371	1: 4/4	1: 0	14	13	48.0	19	18	64.0		188.0	248	88	0	0	0	J. S. Bach	"Chorale 371:
Christ lag in Todesbanden"		"Chorale 371:
Christ lag in Todesbanden"						2023-09-21	Linux			4.1.1	2.2.2.post1.dev46+gdbec962	Bach,_Johann_Sebastian/Chorales	Bach,_Johann_Sebastian/Chorales/371.mscz	False	43-78 (G2-F#5)	mxl	Piano	59-78 (B3-F#5)	Piano	43-69 (G2-A4)												
bwv69.6	1: 4/4	1: 0	24	23	93.0	24	23	93.0		573.0	619	142	0	0	0										2023-09-21	Linux			4.1.1	2.2.2.post1.dev46+gdbec962	Bach,_Johann_Sebastian/Chorales/333	Bach,_Johann_Sebastian/Chorales/333/bwv69.6.mscz	False	42-86 (F#2-D6)	xml	Instrument 6	66-86 (F#4-D6)	Instrument 7	66-81 (F#4-A5)	Instrument 8	62-81 (D4-A5)	Instrument 5	45-50 (A2-D3)	Instrument 1	62-78 (D4-F#5)	Instrument 2	55-71 (G3-B4)	Instrument 3	52-68 (E3-G#4)	Instrument 4	42-59 (F#2-B3)
test	1: 3/4, 24: 4/4	1: 0	43	5	131.0	86	86	262.0		524.0	535	185	0	0	0	J. S. Bach	Chorale harmonisation 								2023-09-21	Linux	http://musescore.com/user/11015626/scores/3117011		4.1.1	2.2.2.post1.dev46+gdbec962	Bach,_Johann_Sebastian/Source	Bach,_Johann_Sebastian/Source/test.mscz	False	40-76 (E2-E5)	mxl		59-76 (B3-E5)		40-66 (E2-F#4)												
