fname	TimeSig	KeySig	last_mc	last_mn	length_qb	last_mc_unfolded	last_mn_unfolded	length_qb_unfolded	volta_mcs	all_notes_qb	n_onsets	n_onset_positions	guitar_chord_count	form_label_count	label_count	composed_start	composed_end	composed_source	composer	workTitle	movementNumber	movementTitle	workNumber	poet	lyricist	arranger	copyright	creationDate	platform	source	translator	musescore	ms3_version	subdirectory	rel_path	has_drumset	ambitus	originalFormat	staff_1_instrument	staff_1_ambitus	staff_2_instrument	staff_2_ambitus
001 Aus meines Herzens Grunde	1: 3/4	1: 1	23	23	63.0	31	31	84.0		252.0	226	80	0	0	0	1707	1748	http://bach-chorales.com/ChoralesByDate.htm										2021-11-22	Linux			4.0.2	1.2.10	MS3	MS3/001 Aus meines Herzens Grunde.mscz	False	42-74 (F#2-D5)	cap	Sopran/Alt	59-74 (B3-D5)	Tenor/Baß	42-64 (F#2-E4)
002 Ich danke dir, lieber Herre	1: 4/4	1: 3	15	15	52.0	20	20	68.0		208.0	228	79	0	0	0	1707	1748	http://bach-chorales.com/ChoralesByDate.htm										2021-11-22	Linux			4.0.2	1.2.10	MS3	MS3/002 Ich danke dir, lieber Herre.mscz	False	40-76 (E2-E5)	cap	Sopran/Alt	59-76 (B3-E5)	Tenor/Baß	40-68 (E2-G#4)
003 Ach Gott, vom Himmel sieh darein	1: 4/4	1: 1	12	12	40.0	17	17	56.0		160.0	196	64	0	0	0	1707	1748	http://bach-chorales.com/ChoralesByDate.htm										2021-11-22	Linux			4.0.2	1.2.10	MS3	MS3/003 Ach Gott, vom Himmel sieh darein.mscz	False	45-76 (A2-E5)	cap	Sopran/Alt	57-76 (A3-E5)	Tenor/Baß	45-65 (A2-F4)
004 Es ist das Heil uns kommen her	1: 4/4	1: 4	12	12	40.0	17	17	56.0		160.0	186	61	0	0	0	1707	1748	http://bach-chorales.com/ChoralesByDate.htm										2021-11-22	Linux			4.0.2	1.2.10	MS3	MS3/004 Es ist das Heil uns kommen her.mscz	False	40-76 (E2-E5)	cap	Sopran/Alt	59-76 (B3-E5)	Tenor/Baß	40-66 (E2-F#4)
005 An Wasserflüssen Babylon	1: 4/4	1: 1	19	19	68.0	24	24	84.0		272.0	323	123	0	0	0	1707	1748	http://bach-chorales.com/ChoralesByDate.htm										2021-11-22	Linux			4.0.2	1.2.10	MS3	MS3/005 An Wasserflüssen Babylon.mscz	False	40-76 (E2-E5)	cap	Sopran/Alt	54-76 (F#3-E5)	Tenor/Baß	40-64 (E2-E4)
006 Nun lob, mein Seel, den Herren	1: 3/4	1: 3	39	39	111.0	48	48	135.0		444.0	347	111	0	0	0	1707	1748	http://bach-chorales.com/ChoralesByDate.htm										2021-11-22	Linux			4.0.2	1.2.10	MS3	MS3/006 Nun lob, mein Seel, den Herren.mscz	False	42-76 (F#2-E5)	cap	Sopran/Alt	59-76 (B3-E5)	Tenor/Baß	42-68 (F#2-G#4)
007 Christus, der ist mein Leben	1: 4/4	1: -1	9	9	32.0	9	9	32.0		124.0	121	41	0	0	0	1707	1748	http://bach-chorales.com/ChoralesByDate.htm										2021-11-22	Linux			4.0.2	1.2.10	MS3	MS3/007 Christus, der ist mein Leben.mscz	False	41-77 (F2-F5)	cap	Sopran/Alt	60-77 (C4-F5)	Tenor/Baß	41-65 (F2-F4)
008 Freuet euch, ihr Christen alle	1: 4/4	1: -3	20	20	80.0	20	20	80.0		320.0	358	127	0	0	0	1707	1748	http://bach-chorales.com/ChoralesByDate.htm										2021-11-22	Linux			4.0.2	1.2.10	MS3	MS3/008 Freuet euch, ihr Christen alle.mscz	False	41-77 (F2-F5)	cap	Sopran/Alt	60-77 (C4-F5)	Tenor/Baß	41-67 (F2-G4)
009 Ermuntre dich, mein schwacher Geist	1: 4/4	1: 1	14	14	48.0	19	19	64.0		192.0	235	87	0	0	0	1707	1748	http://bach-chorales.com/ChoralesByDate.htm										2021-11-22	Linux			4.0.2	1.2.10	MS3	MS3/009 Ermuntre dich, mein schwacher Geist.mscz	False	38-79 (D2-G5)	cap	Sopran/Alt	62-79 (D4-G5)	Tenor/Baß	38-67 (D2-G4)
010 Aus tiefer Not schrei ich zu dir	1: 4/4	1: 0	13	13	52.0	18	18	72.0		208.0	182	57	0	0	0	1707	1748	http://bach-chorales.com/ChoralesByDate.htm										2021-11-22	Linux			4.0.2	1.2.10	MS3	MS3/010 Aus tiefer Not schrei ich zu dir.mscz	False	38-74 (D2-D5)	cap	Sopran/Alt	59-74 (B3-D5)	Tenor/Baß	38-67 (D2-G4)
011 Jesu, nun sei gepreiset	1: 4/4	1: 0	33	33	127.0	42	42	159.0		444.0	412	139	0	0	0	1707	1748	http://bach-chorales.com/ChoralesByDate.htm										2021-11-22	Linux			4.0.2	1.2.10	MS3	MS3/011 Jesu, nun sei gepreiset.mscz	False	43-77 (G2-F5)	cap	Sopran/Alt	62-77 (D4-F5)	Tenor/Baß	43-67 (G2-G4)
012 Puer natus in Bethlehem	1: 3/4	1: 0	17	17	48.0	17	17	48.0		192.0	144	43	0	0	0	1707	1748	http://bach-chorales.com/ChoralesByDate.htm										2021-11-22	Linux			4.0.2	1.2.10	MS3	MS3/012 Puer natus in Bethlehem.mscz	False	43-74 (G2-D5)	cap	Sopran/Alt	62-74 (D4-D5)	Tenor/Baß	43-64 (G2-E4)
013 Allein zu dir, Herr Jesu Christ	1: 4/4	1: 0	18	18	64.0	25	25	88.0		252.0	302	108	0	0	0	1707	1748	http://bach-chorales.com/ChoralesByDate.htm										2021-11-22	Linux			4.0.2	1.2.10	MS3	MS3/013 Allein zu dir, Herr Jesu Christ.mscz	False	38-77 (D2-F5)	cap	Sopran/Alt	60-77 (C4-F5)	Tenor/Baß	38-65 (D2-F4)
014 O Herre Gott, dein göttlich Wort	1: 4/4	1: 1	16	16	56.0	22	22	76.0		224.0	234	78	0	0	0	1707	1748	http://bach-chorales.com/ChoralesByDate.htm										2021-11-22	Linux			4.0.2	1.2.10	MS3	MS3/014 O Herre Gott, dein göttlich Wort.mscz	False	40-74 (E2-D5)	cap	Sopran/Alt	57-74 (A3-D5)	Tenor/Baß	40-64 (E2-E4)
015 Christ lag in Todesbanden	1: 4/4	1: 0	13	13	49.0	13	13	49.0		192.0	230	85	0	0	0	1707	1748	http://bach-chorales.com/ChoralesByDate.htm										2021-11-22	Linux			4.0.2	1.2.10	MS3	MS3/015 Christ lag in Todesbanden.mscz	False	38-76 (D2-E5)	cap	Sopran/Alt	57-76 (A3-E5)	Tenor/Baß	38-65 (D2-F4)
016 Es woll uns Gott genädig sein	1: 4/4	1: 2	19	19	68.0	26	26	92.0		268.0	293	97	0	0	0	1707	1748	http://bach-chorales.com/ChoralesByDate.htm										2021-11-22	Linux			4.0.2	1.2.10	MS3	MS3/016 Es woll uns Gott genädig sein.mscz	False	42-78 (F#2-F#5)	cap	Sopran/Alt	59-78 (B3-F#5)	Tenor/Baß	42-66 (F#2-F#4)
017 Erschienen ist der herrliche Tag	1: 3/4	1: 1	18	18	54.0	18	18	54.0		216.0	175	57	0	0	0	1707	1748	http://bach-chorales.com/ChoralesByDate.htm										2021-11-22	Linux			4.0.2	1.2.10	MS3	MS3/017 Erschienen ist der herrliche Tag.mscz	False	43-76 (G2-E5)	cap	Sopran/Alt	57-76 (A3-E5)	Tenor/Baß	43-62 (G2-D4)
018 Gottes Sohn ist kommen	1: 4/4	1: 1	13	13	52.0	13	13	52.0		208.0	199	70	0	0	0	1707	1748	http://bach-chorales.com/ChoralesByDate.htm										2021-11-22	Linux			4.0.2	1.2.10	MS3	MS3/018 Gottes Sohn ist kommen.mscz	False	43-79 (G2-G5)	cap	Sopran/Alt	55-79 (G3-G5)	Tenor/Baß	43-64 (G2-E4)
019 Ich hab mein Sach Gott heimgestellt	1: 4/4	1: -1	10	10	36.0	10	10	36.0		144.0	177	67	0	0	0	1707	1748	http://bach-chorales.com/ChoralesByDate.htm										2021-11-22	Linux			4.0.2	1.2.10	MS3	MS3/019 Ich hab mein Sach Gott heimgestellt.mscz	False	38-72 (D2-C5)	cap	Sopran/Alt	55-72 (G3-C5)	Tenor/Baß	38-62 (D2-D4)
020 Ein feste Burg ist unser Gott	1: 4/4	1: 2	14	14	48.0	19	19	64.0		192.0	234	80	0	0	0	1707	1748	http://bach-chorales.com/ChoralesByDate.htm										2021-11-22	Linux			4.0.2	1.2.10	MS3	MS3/020 Ein feste Burg ist unser Gott.mscz	False	38-74 (D2-D5)	cap	Sopran/Alt	57-74 (A3-D5)	Tenor/Baß	38-66 (D2-F#4)
021 Herzlich tut mich verlangen	1: 4/4	1: 0	14	14	48.0	19	19	64.0		192.0	183	55	0	0	0	1707	1748	http://bach-chorales.com/ChoralesByDate.htm										2021-11-22	Linux			4.0.2	1.2.10	MS3	MS3/021 Herzlich tut mich verlangen.mscz	False	43-74 (G2-D5)	cap	Sopran/Alt	59-74 (B3-D5)	Tenor/Baß	43-64 (G2-E4)
022 Schmücke dich, o liebe Seele	1: 4/4	1: -3	15	15	59.0	20	20	79.0		236.0	253	88	0	0	0	1707	1748	http://bach-chorales.com/ChoralesByDate.htm										2021-11-22	Linux			4.0.2	1.2.10	MS3	MS3/022 Schmücke dich, o liebe Seele.mscz	False	39-75 (Eb2-Eb5)	cap	Sopran/Alt	58-75 (Bb3-Eb5)	Tenor/Baß	39-65 (Eb2-F4)
023 Zeuch ein zu deinen Toren	1: 4/4	1: 0	14	14	48.0	19	19	64.0		188.0	194	62	0	0	0	1707	1748	http://bach-chorales.com/ChoralesByDate.htm										2021-11-22	Linux			4.0.2	1.2.10	MS3	MS3/023 Zeuch ein zu deinen Toren.mscz	False	43-76 (G2-E5)	cap	Sopran/Alt	57-76 (A3-E5)	Tenor/Baß	43-65 (G2-F4)
024 Valet will ich dir geben	1: 4/4	1: 2	14	14	48.0	19	19	64.0		192.0	211	72	0	0	0	1707	1748	http://bach-chorales.com/ChoralesByDate.htm										2021-11-22	Linux			4.0.2	1.2.10	MS3	MS3/024 Valet will ich dir geben.mscz	False	38-78 (D2-F#5)	cap	Sopran/Alt	57-78 (A3-F#5)	Tenor/Baß	38-69 (D2-A4)
025 Wo soll ich fliehen hin	1: 4/4	1: -3	13	13	48.0	13	13	48.0		184.0	201	73	0	0	0	1707	1748	http://bach-chorales.com/ChoralesByDate.htm										2021-11-22	Linux			4.0.2	1.2.10	MS3	MS3/025 Wo soll ich fliehen hin.mscz	False	41-75 (F2-Eb5)	cap	Sopran/Alt	60-75 (C4-Eb5)	Tenor/Baß	41-65 (F2-F4)
026 O Ewigkeit, du Donnerwort	1: 4/4	1: -1	12	12	40.0	19	19	64.0		160.0	177	60	0	0	0	1707	1748	http://bach-chorales.com/ChoralesByDate.htm										2021-11-22	Linux			4.0.2	1.2.10	MS3	MS3/026 O Ewigkeit, du Donnerwort.mscz	False	41-77 (F2-F5)	cap	Sopran/Alt	60-77 (C4-F5)	Tenor/Baß	41-65 (F2-F4)
027 Es spricht der Unweisen Mund wohl	1: 4/4	1: -2	12	12	40.0	17	17	56.0		160.0	181	67	0	0	0	1707	1748	http://bach-chorales.com/ChoralesByDate.htm										2021-11-22	Linux			4.0.2	1.2.10	MS3	MS3/027 Es spricht der Unweisen Mund wohl.mscz	False	41-77 (F2-F5)	cap	Sopran/Alt	60-77 (C4-F5)	Tenor/Baß	41-67 (F2-G4)
028 Nun komm, der Heiden Heiland	1: 4/4	1: 2	8	8	32.0	8	8	32.0		128.0	149	54	0	0	0	1707	1748	http://bach-chorales.com/ChoralesByDate.htm										2021-11-22	Linux			4.0.2	1.2.10	MS3	MS3/028 Nun komm, der Heiden Heiland.mscz	False	47-78 (B2-F#5)	cap	Sopran/Alt	62-78 (D4-F#5)	Tenor/Baß	47-67 (B2-G4)
029 Freu dich sehr, o meine Seele	1: 4/4	1: 1	13	13	52.0	17	17	68.0		208.0	212	76	0	0	0	1707	1748	http://bach-chorales.com/ChoralesByDate.htm										2021-11-22	Linux			4.0.2	1.2.10	MS3	MS3/029 Freu dich sehr, o meine Seele.mscz	False	43-76 (G2-E5)	cap	Sopran/Alt	57-76 (A3-E5)	Tenor/Baß	43-64 (G2-E4)
030 Jesus Christus, unser Heiland	1: 4/4	1: 1	12	12	48.0	12	12	48.0		188.0	208	79	0	0	0	1707	1748	http://bach-chorales.com/ChoralesByDate.htm										2021-11-22	Linux			4.0.2	1.2.10	MS3	MS3/030 Jesus Christus, unser Heiland.mscz	False	40-76 (E2-E5)	cap	Sopran/Alt	59-76 (B3-E5)	Tenor/Baß	40-64 (E2-E4)
031 Ach lieben Christen, seid getrost	1: 4/4	1: 0	12	12	40.0	17	17	56.0		160.0	206	71	0	0	0	1707	1748	http://bach-chorales.com/ChoralesByDate.htm										2021-11-22	Linux			4.0.2	1.2.10	MS3	MS3/031 Ach lieben Christen, seid getrost.mscz	False	43-77 (G2-F5)	cap	Sopran/Alt	62-77 (D4-F5)	Tenor/Baß	43-65 (G2-F4)
032 Nun danket alle Gott	1: 4/4	1: 3	14	14	48.0	19	19	64.0		176.0	186	67	0	0	0	1707	1748	http://bach-chorales.com/ChoralesByDate.htm										2021-11-22	Linux			4.0.2	1.2.10	MS3	MS3/032 Nun danket alle Gott.mscz	False	40-78 (E2-F#5)	cap	Sopran/Alt	64-78 (E4-F#5)	Tenor/Baß	40-67 (E2-G4)
033 Erbarm dich mein, o Herre Gott	1: 4/4	1: 0	15	15	52.0	20	20	68.0		208.0	279	107	0	0	0	1707	1748	http://bach-chorales.com/ChoralesByDate.htm										2021-11-22	Linux			4.0.2	1.2.10	MS3	MS3/033 Erbarm dich mein, o Herre Gott.mscz	False	36-72 (C2-C5)	cap	Sopran/Alt	55-72 (G3-C5)	Tenor/Baß	36-67 (C2-G4)
034 Gott des Himmels und der Erden	1: 4/4	1: 3	8	8	32.0	12	12	48.0		128.0	163	58	0	0	0	1707	1748	http://bach-chorales.com/ChoralesByDate.htm										2021-11-22	Linux			4.0.2	1.2.10	MS3	MS3/034 Gott des Himmels und der Erden.mscz	False	40-76 (E2-E5)	cap	Sopran/Alt	59-76 (B3-E5)	Tenor/Baß	40-64 (E2-E4)
035 Herr, ich habe mißgehandelt	1: 4/4	1: 0	9	9	36.0	13	13	52.0		140.0	178	62	0	0	0	1707	1748	http://bach-chorales.com/ChoralesByDate.htm										2021-11-22	Linux			4.0.2	1.2.10	MS3	MS3/035 Herr, ich habe mißgehandelt.mscz	False	40-79 (E2-G5)	cap	Sopran/Alt	57-79 (A3-G5)	Tenor/Baß	40-67 (E2-G4)
036 Nun bitten wir den heiligen Geist	1: 4/4	1: 3	15	15	56.0	15	15	56.0		220.0	234	79	0	0	0	1707	1748	http://bach-chorales.com/ChoralesByDate.htm										2021-11-22	Linux			4.0.2	1.2.10	MS3	MS3/036 Nun bitten wir den heiligen Geist.mscz	False	40-78 (E2-F#5)	cap	Sopran/Alt	59-78 (B3-F#5)	Tenor/Baß	40-68 (E2-G#4)
037 Jesu, der du meine Seele	1: 4/4	1: 0	12	12	48.0	16	16	64.0		192.0	238	81	0	0	0	1707	1748	http://bach-chorales.com/ChoralesByDate.htm										2021-11-22	Linux			4.0.2	1.2.10	MS3	MS3/037 Jesu, der du meine Seele.mscz	False	43-77 (G2-F5)	cap	Sopran/Alt	60-77 (C4-F5)	Tenor/Baß	43-67 (G2-G4)
038 Straf mich nicht in deinem Zorn	1: 4/4	1: -3	10	10	40.0	14	14	56.0		160.0	169	61	0	0	0	1707	1748	http://bach-chorales.com/ChoralesByDate.htm										2021-11-22	Linux			4.0.2	1.2.10	MS3	MS3/038 Straf mich nicht in deinem Zorn.mscz	False	39-75 (Eb2-Eb5)	cap	Sopran/Alt	58-75 (Bb3-Eb5)	Tenor/Baß	39-62 (Eb2-D4)
039 Ach, was soll ich Sünder machen	1: 4/4	1: 1	12	12	48.0	12	12	48.0		192.0	229	84	0	0	0	1707	1748	http://bach-chorales.com/ChoralesByDate.htm										2021-11-22	Linux			4.0.2	1.2.10	MS3	MS3/039 Ach, was soll ich Sünder machen.mscz	False	38-76 (D2-E5)	cap	Sopran/Alt	59-76 (B3-E5)	Tenor/Baß	38-64 (D2-E4)
040 Ach Gott und Herr	1: 4/4	1: 0	9	9	32.0	9	9	32.0		128.0	139	44	0	0	0	1707	1748	http://bach-chorales.com/ChoralesByDate.htm										2021-11-22	Linux			4.0.2	1.2.10	MS3	MS3/040 Ach Gott und Herr.mscz	False	43-77 (G2-F5)	cap	Sopran/Alt	60-77 (C4-F5)	Tenor/Baß	43-67 (G2-G4)
041 Was mein Gott will, das gescheh allzeit	1: 4/4	1: 0	16	16	56.0	22	22	76.0		224.0	251	89	0	0	0	1707	1748	http://bach-chorales.com/ChoralesByDate.htm										2021-11-22	Linux			4.0.2	1.2.10	MS3	MS3/041 Was mein Gott will, das gescheh allzeit.mscz	False	43-74 (G2-D5)	cap	Sopran/Alt	59-74 (B3-D5)	Tenor/Baß	43-65 (G2-F4)
042 Du Friedefürst, Herr Jesu Christ	1: 4/4	1: 3	11	11	36.0	16	16	52.0		144.0	132	38	0	0	0	1707	1748	http://bach-chorales.com/ChoralesByDate.htm										2021-11-22	Linux			4.0.2	1.2.10	MS3	MS3/042 Du Friedefürst, Herr Jesu Christ.mscz	False	42-76 (F#2-E5)	cap	Sopran/Alt	64-76 (E4-E5)	Tenor/Baß	42-66 (F#2-F#4)
043 Liebster Gott, wenn werd ich sterben	1: 4/4	1: 4	16	16	64.0	20	20	80.0	(((5,), (6,)),)	226.0	236	97	0	0	0	1707	1748	http://bach-chorales.com/ChoralesByDate.htm										2021-11-22	Linux			4.0.2	1.2.10	MS3	MS3/043 Liebster Gott, wenn werd ich sterben.mscz	False	40-76 (E2-E5)	cap	Sopran/Alt	59-76 (B3-E5)	Tenor/Baß	40-69 (E2-A4)
044 Machs mit mir Gott, nach deiner Güt	1: 4/4	1: 2	10	10	32.0	15	15	48.0		128.0	153	53	0	0	0	1707	1748	http://bach-chorales.com/ChoralesByDate.htm										2021-11-22	Linux			4.0.2	1.2.10	MS3	MS3/044 Machs mit mir Gott, nach deiner Güt.mscz	False	38-74 (D2-D5)	cap	Sopran/Alt	57-74 (A3-D5)	Tenor/Baß	38-66 (D2-F#4)
045 Vom Himmel hoch, da komm ich her	1: 4/4	1: 2	9	9	32.0	9	9	32.0		128.0	175	58	0	0	0	1707	1748	http://bach-chorales.com/ChoralesByDate.htm										2021-11-22	Linux			4.0.2	1.2.10	MS3	MS3/045 Vom Himmel hoch, da komm ich her.mscz	False	38-74 (D2-D5)	cap	Sopran/Alt	57-74 (A3-D5)	Tenor/Baß	38-66 (D2-F#4)
046 Kommt her zu mir, spricht Gottes Sohn	1: 4/4	1: 2	14	14	52.0	14	14	52.0		208.0	288	98	0	0	0	1707	1748	http://bach-chorales.com/ChoralesByDate.htm										2021-11-22	Linux			4.0.2	1.2.10	MS3	MS3/046 Kommt her zu mir, spricht Gottes Sohn.mscz	False	40-78 (E2-F#5)	cap	Sopran/Alt	62-78 (D4-F#5)	Tenor/Baß	40-67 (E2-G4)
047 Vater unser im Himmelreich	1: 4/4	1: -1	13	13	48.0	13	13	48.0		192.0	217	71	0	0	0	1707	1748	http://bach-chorales.com/ChoralesByDate.htm										2021-11-22	Linux			4.0.2	1.2.10	MS3	MS3/047 Vater unser im Himmelreich.mscz	False	41-77 (F2-F5)	cap	Sopran/Alt	57-77 (A3-F5)	Tenor/Baß	41-64 (F2-E4)
048 Ach wie nichtig, ach wie flüchtig	1: 4/4	1: 0	10	10	40.0	10	10	40.0		160.0	186	64	0	0	0	1707	1748	http://bach-chorales.com/ChoralesByDate.htm										2021-11-22	Linux			4.0.2	1.2.10	MS3	MS3/048 Ach wie nichtig, ach wie flüchtig.mscz	False	36-77 (C2-F5)	cap	Sopran/Alt	59-77 (B3-F5)	Tenor/Baß	36-65 (C2-F4)
049 Mit Fried und Freud ich fahr dahin	1: 4/4	1: 0	13	13	49.0	13	13	49.0		196.0	232	81	0	0	0	1707	1748	http://bach-chorales.com/ChoralesByDate.htm										2021-11-22	Linux			4.0.2	1.2.10	MS3	MS3/049 Mit Fried und Freud ich fahr dahin.mscz	False	38-74 (D2-D5)	cap	Sopran/Alt	57-74 (A3-D5)	Tenor/Baß	38-65 (D2-F4)
051 Wenn mein Stündlein vorhanden ist	1: 4/4	1: 3	16	16	60.0	16	16	60.0		240.0	287	108	0	0	0	1707	1748	http://bach-chorales.com/ChoralesByDate.htm										2021-11-22	Linux			4.0.2	1.2.10	MS3	MS3/051 Wenn mein Stündlein vorhanden ist.mscz	False	40-76 (E2-E5)	cap	Sopran/Alt	57-76 (A3-E5)	Tenor/Baß	40-68 (E2-G#4)
052 Das neugeborne Kindelein	1: 3/4	1: -2	16	16	48.0	16	16	48.0		192.0	156	49	0	0	0	1707	1748	http://bach-chorales.com/ChoralesByDate.htm										2021-11-22	Linux			4.0.2	1.2.10	MS3	MS3/052 Das neugeborne Kindelein.mscz	False	38-79 (D2-G5)	cap	Sopran/Alt	62-79 (D4-G5)	Tenor/Baß	38-67 (D2-G4)
053 Gelobet seist du, Jesu Christ	1: 4/4	1: 1	11	11	40.0	11	11	40.0		160.0	199	67	0	0	0	1707	1748	http://bach-chorales.com/ChoralesByDate.htm										2021-11-22	Linux			4.0.2	1.2.10	MS3	MS3/053 Gelobet seist du, Jesu Christ.mscz	False	36-76 (C2-E5)	cap	Sopran/Alt	57-76 (A3-E5)	Tenor/Baß	36-67 (C2-G4)
054 Lobt Gott, ihr Christen allzugleich	1: 4/4	1: 1	11	11	40.0	11	11	40.0		156.0	169	54	0	0	0	1707	1748	http://bach-chorales.com/ChoralesByDate.htm										2021-11-22	Linux			4.0.2	1.2.10	MS3	MS3/054 Lobt Gott, ihr Christen allzugleich.mscz	False	43-76 (G2-E5)	cap	Sopran/Alt	62-76 (D4-E5)	Tenor/Baß	43-64 (G2-E4)
055 Christum wir sollen loben schon	1: 4/4	1: 2	17	17	65.0	17	17	65.0		260.0	267	100	0	0	0	1707	1748	http://bach-chorales.com/ChoralesByDate.htm										2021-11-22	Linux			4.0.2	1.2.10	MS3	MS3/055 Christum wir sollen loben schon.mscz	False	38-74 (D2-D5)	cap	Sopran/Alt	59-74 (B3-D5)	Tenor/Baß	38-67 (D2-G4)
056 Herzlich lieb hab ich dich, o Herr	1: 4/4	1: 2	21	21	76.0	28	28	100.0		304.0	371	125	0	0	0	1707	1748	http://bach-chorales.com/ChoralesByDate.htm										2021-11-22	Linux			4.0.2	1.2.10	MS3	MS3/056 Herzlich lieb hab ich dich, o Herr.mscz	False	43-79 (G2-G5)	cap	Sopran/Alt	62-79 (D4-G5)	Tenor/Baß	43-67 (G2-G4)
057 Wir Christenleut	1: 4/4	1: 2	12	12	44.0	12	12	44.0		176.0	205	70	0	0	0	1707	1748	http://bach-chorales.com/ChoralesByDate.htm										2021-11-22	Linux			4.0.2	1.2.10	MS3	MS3/057 Wir Christenleut.mscz	False	42-78 (F#2-F#5)	cap	Sopran/Alt	62-78 (D4-F#5)	Tenor/Baß	42-66 (F#2-F#4)
059 Jesu Leiden, Pein und Tod	1: 4/4	1: -3	16	16	64.0	16	16	64.0		256.0	271	102	0	0	0	1707	1748	http://bach-chorales.com/ChoralesByDate.htm										2021-11-22	Linux			4.0.2	1.2.10	MS3	MS3/059 Jesu Leiden, Pein und Tod.mscz	False	39-72 (Eb2-C5)	cap	Sopran/Alt	56-72 (Ab3-C5)	Tenor/Baß	39-63 (Eb2-Eb4)
060 O Traurigkeit, o Herzeleid	1: 4/4	1: 0	9	9	33.0	9	9	33.0		132.0	137	45	0	0	0	1707	1748	http://bach-chorales.com/ChoralesByDate.htm										2021-11-22	Linux			4.0.2	1.2.10	MS3	MS3/060 O Traurigkeit, o Herzeleid.mscz	False	45-77 (A2-F5)	cap	Sopran/Alt	60-77 (C4-F5)	Tenor/Baß	45-67 (A2-G4)
061 Ich freue mich in dir	1: 4/4	1: 2	14	14	48.0	19	19	64.0		184.0	174	58	0	0	0	1707	1748	http://bach-chorales.com/ChoralesByDate.htm										2021-11-22	Linux			4.0.2	1.2.10	MS3	MS3/061 Ich freue mich in dir.mscz	False	45-76 (A2-E5)	cap	Sopran/Alt	59-76 (B3-E5)	Tenor/Baß	45-66 (A2-F#4)
062 Nun ruhen alle Wälder	1: 4/4	1: 3	13	13	48.0	13	13	48.0		192.0	206	67	0	0	0	1707	1748	http://bach-chorales.com/ChoralesByDate.htm										2021-11-22	Linux			4.0.2	1.2.10	MS3	MS3/062 Nun ruhen alle Wälder.mscz	False	45-76 (A2-E5)	cap	Sopran/Alt	59-76 (B3-E5)	Tenor/Baß	45-66 (A2-F#4)
063 Freu dich sehr, o meine Seele	1: 4/4	1: 1	13	13	52.0	17	17	68.0		208.0	223	83	0	0	0	1707	1748	http://bach-chorales.com/ChoralesByDate.htm										2021-11-22	Linux			4.0.2	1.2.10	MS3	MS3/063 Freu dich sehr, o meine Seele.mscz	False	38-76 (D2-E5)	cap	Sopran/Alt	57-76 (A3-E5)	Tenor/Baß	38-64 (D2-E4)
064 Was Gott tut, das ist wohlgetan	1: 4/4	1: 1	12	12	40.0	17	17	56.0		160.0	189	66	0	0	0	1707	1748	http://bach-chorales.com/ChoralesByDate.htm										2021-11-22	Linux			4.0.2	1.2.10	MS3	MS3/064 Was Gott tut, das ist wohlgetan.mscz	False	38-76 (D2-E5)	cap	Sopran/Alt	59-76 (B3-E5)	Tenor/Baß	38-64 (D2-E4)
065 Christ unser Herr zum Jordan kam	1: 4/4	1: 0	16	16	56.0	21	21	72.0		224.0	277	96	0	0	0	1707	1748	http://bach-chorales.com/ChoralesByDate.htm										2021-11-22	Linux			4.0.2	1.2.10	MS3	MS3/065 Christ unser Herr zum Jordan kam.mscz	False	38-76 (D2-E5)	cap	Sopran/Alt	57-76 (A3-E5)	Tenor/Baß	38-64 (D2-E4)
066 Wer nur den lieben Gott läßt walten	1: 4/4	1: 2	11	11	36.0	17	17	56.0		140.0	151	48	0	0	0	1707	1748	http://bach-chorales.com/ChoralesByDate.htm										2021-11-22	Linux			4.0.2	1.2.10	MS3	MS3/066 Wer nur den lieben Gott läßt walten.mscz	False	42-78 (F#2-F#5)	cap	Sopran/Alt	61-78 (C#4-F#5)	Tenor/Baß	42-66 (F#2-F#4)
067 Freu dich sehr, o meine Seele	1: 4/4	1: 1	13	13	52.0	17	17	68.0		208.0	219	73	0	0	0	1707	1748	http://bach-chorales.com/ChoralesByDate.htm										2021-11-22	Linux			4.0.2	1.2.10	MS3	MS3/067 Freu dich sehr, o meine Seele.mscz	False	40-76 (E2-E5)	cap	Sopran/Alt	57-76 (A3-E5)	Tenor/Baß	40-62 (E2-D4)
068 Wenn wir in höchsten Nöten sein	1: 4/4	1: -1	10	10	36.0	10	10	36.0		140.0	171	70	0	0	0	1707	1748	http://bach-chorales.com/ChoralesByDate.htm										2021-11-22	Linux			4.0.2	1.2.10	MS3	MS3/068 Wenn wir in höchsten Nöten sein.mscz	False	41-72 (F2-C5)	cap	Sopran/Alt	55-72 (G3-C5)	Tenor/Baß	41-62 (F2-D4)
069 Komm, heiliger Geist, Herre Gott	1: 4/4	1: 1	25	25	96.0	25	25	96.0		368.0	428	157	0	0	0	1707	1748	http://bach-chorales.com/ChoralesByDate.htm										2021-11-22	Linux			4.0.2	1.2.10	MS3	MS3/069 Komm, heiliger Geist, Herre Gott.mscz	False	43-76 (G2-E5)	cap	Sopran/Alt	57-76 (A3-E5)	Tenor/Baß	43-62 (G2-D4)
